level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	92	324	75	88	-1	
3	1	1	1	0	0	92	324	75	88	-1	
4	1	1	1	1	0	103	324	64	40	-1	
5	1	1	1	1	1	103	324	64	40	18.944740	m™
4	1	1	1	2	0	92	371	51	41	-1	
5	1	1	1	2	1	92	371	51	41	45.452286	~
2	1	2	0	0	0	89	2845	69	87	-1	
3	1	2	1	0	0	89	2845	69	87	-1	
4	1	2	1	1	0	89	2845	69	87	-1	
5	1	2	1	1	1	89	2845	69	87	14.247475	vy)
2	1	3	0	0	0	226	279	1760	605	-1	
3	1	3	1	0	0	226	279	1760	605	-1	
4	1	3	1	1	0	234	279	1750	66	-1	
5	1	3	1	1	1	234	279	245	53	96.439499	Lemma
5	1	3	1	1	2	508	283	34	49	70.959152	7
5	1	3	1	1	3	618	281	93	52	70.959152	Let
5	1	3	1	1	4	738	298	61	34	96.861473	us
5	1	3	1	1	5	829	296	211	35	96.324997	assume
5	1	3	1	1	6	1070	280	84	52	95.925339	the
5	1	3	1	1	7	1184	283	175	49	68.878143	axiom
5	1	3	1	1	8	1386	284	199	61	92.456734	system
5	1	3	1	1	9	1612	280	143	55	92.184166	PA+
5	1	3	1	1	10	1785	283	47	49	91.883331	is
5	1	3	1	1	11	1862	297	122	35	91.883331	con-
4	1	3	1	2	0	234	455	1749	72	-1	
5	1	3	1	2	1	234	462	188	49	96.448250	sistent
5	1	3	1	2	2	449	455	232	72	96.855301	(because
5	1	3	1	2	3	711	459	71	52	96.796745	all
5	1	3	1	2	4	808	458	60	66	96.537651	of
5	1	3	1	2	5	888	459	370	52	96.798500	conventional
5	1	3	1	2	6	1283	459	373	52	96.566742	mathematics
5	1	3	1	2	7	1684	459	173	54	93.261780	would
5	1	3	1	2	8	1883	459	100	52	91.282158	col-
4	1	3	1	3	0	233	634	1753	72	-1	
5	1	3	1	3	1	233	635	141	65	96.330734	lapse
5	1	3	1	3	2	405	635	46	66	96.222298	if
5	1	3	1	3	3	472	639	42	49	93.455177	it
5	1	3	1	3	4	544	655	105	34	96.164665	was
5	1	3	1	3	5	680	634	135	72	96.048904	not).
