level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	124	375	73	54	-1	
3	1	1	1	0	0	124	375	73	54	-1	
4	1	1	1	1	0	124	375	73	54	-1	
5	1	1	1	1	1	124	375	73	54	76.378159	D
2	1	2	0	0	0	126	2880	73	56	-1	
3	1	2	1	0	0	126	2880	73	56	-1	
4	1	2	1	1	0	126	2880	73	56	-1	
5	1	2	1	1	1	126	2880	73	56	69.664825	2
2	1	3	0	0	0	251	270	1749	1158	-1	
3	1	3	1	0	0	251	270	1749	1158	-1	
4	1	3	1	1	0	253	270	1724	68	-1	
5	1	3	1	1	1	253	270	232	68	96.015762	plication
5	1	3	1	1	2	510	271	52	53	93.296883	of
5	1	3	1	1	3	583	270	199	56	20.588730	Gddel’s
5	1	3	1	1	4	808	272	411	66	91.635635	Incompleteness
5	1	3	1	1	5	1242	272	243	53	96.154083	Theorem
5	1	3	1	1	6	1511	274	40	50	96.294617	is
5	1	3	1	1	7	1575	272	114	53	73.939369	that,
5	1	3	1	1	8	1714	279	263	59	96.685814	computer
4	1	3	1	2	0	251	454	1726	67	-1	
5	1	3	1	2	1	251	456	188	52	96.765930	science
5	1	3	1	2	2	457	454	97	53	96.014366	and
5	1	3	1	2	3	573	461	283	60	96.466286	computers
5	1	3	1	2	4	874	472	92	35	96.880737	can
5	1	3	1	2	5	985	472	144	36	96.020203	never
5	1	3	1	2	6	1148	455	195	53	96.791512	achieve
5	1	3	1	2	7	1361	473	32	34	93.476440	a
5	1	3	1	2	8	1406	461	77	47	93.476440	set
5	1	3	1	2	9	1501	454	53	53	93.165482	of
5	1	3	1	2	10	1568	455	409	53	92.453239	over-ambitious
4	1	3	1	3	0	252	637	1748	69	-1	
5	1	3	1	3	1	252	637	150	68	96.775101	goals,
5	1	3	1	3	2	422	637	208	54	96.752625	because
5	1	3	1	3	3	645	637	53	54	96.882278	of
5	1	3	1	3	4	709	638	86	53	93.296989	the
5	1	3	1	3	5	818	637	408	69	89.039711	“undecidability
5	1	3	1	3	6	1242	638	269	67	96.412827	problems”
5	1	3	1	3	7	1535	638	160	53	96.776062	raised
5	1	3	1	3	8	1712	639	66	67	93.300293	by
5	1	3	1	3	9	1796	637	204	55	58.678978	Godel’s
4	1	3	1	4	0	254	820	1720	68	-1	
5	1	3	1	4	1	254	820	411	66	91.269989	Incompleteness
5	1	3	1	4	2	687	821	257	53	96.921860	Theorem.
5	1	3	1	4	3	984	820	185	54	96.892448	Rather
5	1	3	1	4	4	1193	838	30	36	96.240562	a
5	1	3	1	4	5	1246	838	133	36	96.866241	more
5	1	3	1	4	6	1402	827	197	47	96.454803	mature
5	1	3	1	4	7	1623	822	252	66	96.886841	approach
5	1	3	1	4	8	1899	820	75	55	96.865799	for
