level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	728	125	1424	92	-1	
3	1	1	1	0	0	728	125	1425	92	-1	
4	1	1	1	1	0	728	125	1424	92	-1	
5	1	1	1	1	1	728	176	185	40	96.625519	Recording
5	1	1	1	1	2	928	177	37	31	96.994949	of
5	1	1	1	1	3	978	177	167	32	96.734154	Scientific
5	1	1	1	1	4	1159	178	108	31	96.922531	Notes
5	1	1	1	1	5	1283	178	180	39	96.865570	Notarized
5	1	1	1	1	6	1479	181	44	34	96.600876	by
5	1	1	1	1	7	1538	175	76	30	93.184502	Dan
5	1	1	1	1	8	1630	173	39	29	93.057915	E.
5	1	1	1	1	9	1686	173	143	32	96.663689	Willard
5	1	1	1	1	10	1845	185	46	20	93.172768	on
5	1	1	1	1	11	1907	176	139	38	83.263977	May10,
5	1	1	1	1	12	2065	174	20	29	97.021393	2
5	1	1	1	1	13	2112	125	40	76	43.021271	1]
2	1	2	0	0	0	727	205	1775	322	-1	
3	1	2	1	0	0	2187	205	190	38	-1	
4	1	2	1	1	0	2187	205	190	38	-1	
5	1	2	1	1	1	2187	210	69	31	0.000000	inncern
5	1	2	1	1	2	2267	205	35	38	0.000000	Lesh
5	1	2	1	1	3	2314	216	10	14	0.000000	g
5	1	2	1	1	4	2333	205	44	38	3.947968	bea
3	1	2	2	0	0	727	220	1774	89	-1	
4	1	2	2	1	0	771	220	1550	28	-1	
5	1	2	2	1	1	771	229	74	19	50.633274	proof
5	1	2	2	1	2	829	220	18	34	93.243950	of
5	1	2	2	1	3	854	229	13	14	91.583565	P
5	1	2	2	1	4	877	220	15	34	54.994011	yi
5	1	2	2	1	5	901	229	33	14	92.934135	NP
5	1	2	2	1	6	943	228	33	15	94.489189	will
5	1	2	2	1	7	994	228	61	15	77.707367	certainly
5	1	2	2	1	8	1076	228	22	15	93.069778	be
5	1	2	2	1	9	1142	228	72	17	3.240906	noa-trivial.
5	1	2	2	1	10	1504	230	28	11	87.682503	are
5	1	2	2	1	11	1540	226	20	12	78.593956	to
5	1	2	2	1	12	1568	223	75	14	72.933037	dlesever
5	1	2	2	1	13	1653	223	38	14	69.824203	how
5	1	2	2	1	14	1700	222	50	19	56.491081	[37]'s
5	1	2	2	1	15	1758	224	56	15	51.833282	faitial
5	1	2	2	1	16	1826	226	41	15	93.168381	1993
5	1	2	2	1	17	1877	226	96	16	29.177986	fermaliam
5	1	2	2	1	18	1982	228	26	14	96.784386	for
5	1	2	2	1	19	2028	225	79	16	89.371605	generating
5	1	2	2	1	20	2130	220	51	19	47.309345	quite
5	1	2	2	1	21	2304	231	17	14	88.041771	te
4	1	2	2	2	0	727	222	1710	53	-1	
5	1	2	2	2	1	727	231	35	34	51.334084	Ot
5	1	2	2	2	2	792	252	30	11	0.000000	rreee
5	1	2	2	2	3	831	249	18	13	26.481773	oe
5	1	2	2	2	4	858	224	26	46	58.567169	the
5	1	2	2	2	5	895	228	63	34	0.000000	Seced
5	1	2	2	2	6	968	233	171	31	0.000000	Incemplerncne
5	1	2	2	2	7	1174	234	28	28	0.000000	Thosteis
5	1	2	2	2	8	1209	230	32	33	50.383282	eat
5	1	2	2	2	9	1251	230	36	34	58.621414	bets
5	1	2	2	2	10	1297	231	38	17	76.598640	thus
5	1	2	2	2	11	1352	236	49	34	0.000000	taten
5	1	2	2	2	12	1410	224	22	50	57.855701	va
5	1	2	2	2	13	1439	233	30	32	58.601265	214
