level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	308	47	2016	446	-1	
3	1	1	1	0	0	308	47	2016	446	-1	
4	1	1	1	1	0	638	47	1559	140	-1	
5	1	1	1	1	1	638	63	256	124	0.000000	or!
5	1	1	1	1	2	944	70	15	77	0.000000	f
5	1	1	1	1	3	1129	47	15	100	5.569878	fb
5	1	1	1	1	4	1225	72	178	71	0.000000	osel
5	1	1	1	1	5	1548	47	649	120	24.443810	Adhatedgns
4	1	1	1	2	0	308	188	1851	62	-1	
5	1	1	1	2	1	308	192	149	39	67.181046	Gédel’s
5	1	1	1	2	2	481	192	201	47	96.092606	particular
5	1	1	1	2	3	706	191	144	38	92.793808	remark
5	1	1	1	2	4	875	203	44	24	87.999359	**
5	1	1	1	2	5	945	191	132	38	96.064095	should
5	1	1	1	2	6	1103	197	63	32	96.226624	not
5	1	1	1	2	7	1191	190	46	38	96.226624	be
5	1	1	1	2	8	1263	190	147	49	96.459435	ignored
5	1	1	1	2	9	1436	190	103	39	96.135796	when
5	1	1	1	2	10	1564	194	204	34	96.135796	comments
5	1	1	1	2	11	1792	188	92	41	96.480949	from
5	1	1	1	2	12	1910	190	136	40	96.279579	Gerald
5	1	1	1	2	13	2155	247	4	3	13.930740	:
4	1	1	1	3	0	308	205	2016	121	-1	
5	1	1	1	3	1	308	274	110	40	96.375626	Sacks
5	1	1	1	3	2	436	275	73	38	95.773811	and
5	1	1	1	3	3	527	274	151	48	93.260597	Stanley
5	1	1	1	3	4	697	275	264	38	91.338852	Tennenbaum
5	1	1	1	3	5	984	273	66	52	86.985016	[32,
5	1	1	1	3	6	1070	273	55	53	91.602081	39]
5	1	1	1	3	7	1146	275	152	38	96.589508	recalled
5	1	1	1	3	8	1318	276	78	37	93.277039	how
5	1	1	1	3	9	1415	274	117	41	88.552315	Gédel
5	1	1	1	3	10	1551	275	196	39	96.692612	reiterated
5	1	1	1	3	11	1768	275	62	38	96.986160	the
5	1	1	1	3	12	1846	277	71	46	96.725449	gist
5	1	1	1	3	13	1935	275	41	38	96.725449	of
5	1	1	1	3	14	1990	276	55	37	97.000687	his
5	1	1	1	3	15	2119	205	93	94	0.000000	F
5	1	1	1	3	16	2251	240	73	72	53.384533	wy
4	1	1	1	4	0	312	359	1732	50	-1	
5	1	1	1	4	1	312	359	300	48	91.332298	1931-published
5	1	1	1	4	2	627	360	156	46	96.756287	remark,
5	1	1	1	4	3	800	372	110	36	96.397606	many
5	1	1	1	4	4	924	373	104	35	96.915306	years
5	1	1	1	4	5	1043	360	93	39	96.588905	after
5	1	1	1	4	6	1152	361	45	37	96.960365	its
5	1	1	1	4	7	1212	362	170	47	96.559875	printing.
