level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	362	1886	1628	517	-1	
3	1	1	1	0	0	362	1886	1628	517	-1	
4	1	1	1	1	0	362	1886	1628	249	-1	
5	1	1	1	1	1	362	2021	162	114	33.127220	Qa
5	1	1	1	1	2	642	1981	44	122	58.345795	C
5	1	1	1	1	3	734	1973	119	115	56.660671	eck
5	1	1	1	1	4	888	2023	132	85	37.731667	fons
5	1	1	1	1	5	1130	1940	82	111	89.091057	S
5	1	1	1	1	6	1314	1956	167	96	70.328568	od
5	1	1	1	1	7	1573	1886	84	144	91.958549	b
5	1	1	1	1	8	1821	1923	97	123	0.000000	ryI
5	1	1	1	1	9	1960	1927	30	115	96.547653	|
4	1	1	1	2	0	427	2147	1473	256	-1	
5	1	1	1	2	1	427	2207	384	196	72.641869	explain
5	1	1	1	2	2	916	2213	137	112	30.410248	te
5	1	1	1	2	3	1149	2210	225	102	0.000000	Cv
5	1	1	1	2	4	1472	2147	108	167	42.040642	wf
5	1	1	1	2	5	1621	2166	153	139	41.537430	odin
5	1	1	1	2	6	1857	2203	43	85	44.930031	s
2	1	2	0	0	0	399	2447	1505	243	-1	
3	1	2	1	0	0	399	2447	1505	243	-1	
4	1	2	1	1	0	399	2447	1505	243	-1	
5	1	2	1	1	1	399	2447	186	164	0.000000	Oo
5	1	2	1	1	2	655	2460	36	230	41.263851	i
5	1	2	1	1	3	761	2460	208	132	0.000000	a9?
5	1	2	1	1	4	1064	2479	393	111	0.000000	Loa$le
5	1	2	1	1	5	1576	2521	103	54	91.962349	vs
5	1	2	1	1	6	1773	2471	131	116	73.219032	FO
2	1	3	0	0	0	142	2812	2190	488	-1	
3	1	3	1	0	0	142	2812	2190	488	-1	
4	1	3	1	1	0	186	2812	1609	159	-1	
5	1	3	1	1	1	186	2839	211	113	27.304932	C0
5	1	3	1	1	2	446	2826	280	133	37.103466	Chiude
5	1	3	1	1	3	839	2828	251	130	49.425777	+547
5	1	3	1	1	4	1243	2824	269	111	21.457535	bene
5	1	3	1	1	5	1576	2820	52	151	6.538361	J
5	1	3	1	1	6	1669	2812	126	144	0.000000	shs
4	1	3	1	2	0	142	3082	699	89	-1	
5	1	3	1	2	1	142	3082	190	81	79.175278	C44
5	1	3	1	2	2	466	3131	43	40	65.161446	he
5	1	3	1	2	3	804	3116	37	42	49.167439	a
4	1	3	1	3	0	399	3032	1933	198	-1	
5	1	3	1	3	1	399	3059	54	127	91.024696	he
5	1	3	1	3	2	629	3074	315	130	14.820213	e¥prhl
5	1	3	1	3	3	1034	3071	71	97	0.000000	‘o
5	1	3	1	3	4	1211	3046	289	184	57.759659	\usth)
5	1	3	1	3	5	1607	3057	316	144	60.446922	Vhewm
5	1	3	1	3	6	2012	3091	88	139	96.887680	4
5	1	3	1	3	7	2161	3032	171	130	35.855171	ce
4	1	3	1	4	0	1432	3160	513	140	-1	
5	1	3	1	4	1	1432	3217	66	83	20.115349	\7
5	1	3	1	4	2	1517	3217	119	83	41.318050	FET
5	1	3	1	4	3	1657	3236	26	44	76.488602	4
5	1	3	1	4	4	1903	3160	42	72	47.917496	‘
