level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	731	28	936	27	-1	
3	1	1	1	0	0	731	28	936	27	-1	
4	1	1	1	1	0	731	28	936	27	-1	
5	1	1	1	1	1	731	28	55	27	10.163620	les
5	1	1	1	1	2	1529	28	138	15	28.144943	lea
2	1	2	0	0	0	391	504	1964	51	-1	
3	1	2	1	0	0	391	504	1964	51	-1	
4	1	2	1	1	0	391	504	1964	51	-1	
5	1	2	1	1	1	391	505	71	38	96.889122	the
5	1	2	1	1	2	479	517	177	34	96.401443	memory
5	1	2	1	1	3	672	516	116	35	96.125275	space
5	1	2	1	1	4	804	504	42	39	96.125275	of
5	1	2	1	1	5	860	506	131	47	96.519012	Merge
5	1	2	1	1	6	1007	504	97	40	96.742226	Sort.
5	1	2	1	1	7	1132	504	136	51	96.185112	(Don’t
5	1	2	1	1	8	1284	510	117	33	96.987274	waste
5	1	2	1	1	9	1417	505	112	38	96.805542	much
5	1	2	1	1	10	1544	506	95	37	96.602272	time
5	1	2	1	1	11	1654	517	51	26	96.602272	on
5	1	2	1	1	12	1721	505	79	38	96.704765	this
5	1	2	1	1	13	1816	506	178	46	96.656235	question
5	1	2	1	1	14	2010	504	165	39	96.804474	because
5	1	2	1	1	15	2191	507	31	36	96.484116	it
5	1	2	1	1	16	2239	508	31	35	96.010017	is
5	1	2	1	1	17	2286	511	69	33	96.018684	not
2	1	3	0	0	0	393	589	445	50	-1	
3	1	3	1	0	0	393	589	445	50	-1	
4	1	3	1	1	0	393	589	445	50	-1	
5	1	3	1	1	1	393	591	128	38	96.755051	worth
5	1	3	1	1	2	540	603	118	35	96.618042	many
5	1	3	1	1	3	677	589	161	50	96.724518	points.)
2	1	4	0	0	0	334	712	2020	220	-1	
3	1	4	1	0	0	334	712	2020	220	-1	
4	1	4	1	1	0	334	712	2020	50	-1	
5	1	4	1	1	1	334	716	35	34	96.679390	7.
5	1	4	1	1	2	398	714	106	38	92.659683	Both
5	1	4	1	1	3	528	714	194	46	92.659683	Heapsort
5	1	4	1	1	4	745	714	77	37	96.917145	and
5	1	4	1	1	5	844	714	131	46	96.649239	Merge
5	1	4	1	1	6	994	713	88	39	96.713081	Sort
5	1	4	1	1	7	1104	718	147	42	96.245071	respect
5	1	4	1	1	8	1273	726	49	24	93.276985	an
5	1	4	1	1	9	1346	712	218	50	40.550976	2(NlogN)
5	1	4	1	1	10	1588	714	111	38	96.066681	lower
5	1	4	1	1	11	1720	714	134	38	95.587975	bound
5	1	4	1	1	12	1876	713	57	37	95.587975	for
5	1	4	1	1	13	1953	715	159	45	96.664185	sorting,
5	1	4	1	1	14	2136	714	72	36	95.843483	but
5	1	4	1	1	15	2231	714	123	38	95.843483	Radix
4	1	4	1	2	0	398	798	1956	48	-1	
5	1	4	1	2	1	398	799	92	38	96.950485	Sort
5	1	4	1	2	2	507	802	34	35	96.921890	is
5	1	4	1	2	3	557	801	40	36	96.855598	in
5	1	4	1	2	4	613	811	108	26	96.165802	some
5	1	4	1	2	5	739	800	161	37	96.429214	isolated
5	1	4	1	2	6	916	810	128	27	96.099884	senses
5	1	4	1	2	7	1060	798	126	39	95.643028	faster.
5	1	4	1	2	8	1211	800	141	46	96.163101	Again
5	1	4	1	2	9	1371	800	45	36	95.642029	in
5	1	4	1	2	10	1435	811	56	26	95.473236	no
5	1	4	1	2	11	1511	811	120	26	95.473236	more
5	1	4	1	2	12	1647	800	97	37	96.644737	than
5	1	4	1	2	13	1760	811	67	34	93.103027	say
5	1	4	1	2	14	1844	800	124	37	92.953209	2-to-5
5	1	4	1	2	15	1984	805	209	39	96.265259	sentences,
5	1	4	1	2	16	2211	799	66	38	96.308357	tell
5	1	4	1	2	17	2294	812	60	25	96.737625	me
4	1	4	1	3	0	399	883	1955	49	-1	
5	1	4	1	3	1	399	885	90	46	96.875587	why
5	1	4	1	3	2	507	884	128	38	96.862823	Radix
5	1	4	1	3	3	652	884	90	38	96.520164	Sort
5	1	4	1	3	4	760	887	32	35	96.424179	is
5	1	4	1	3	5	808	885	129	37	96.597374	faster.
5	1	4	1	3	6	964	883	134	49	96.463913	(Don’t
5	1	4	1	3	7	1116	889	116	33	96.362534	waste
5	1	4	1	3	8	1249	885	110	37	96.556984	much
5	1	4	1	3	9	1376	887	93	35	96.659225	time
5	1	4	1	3	10	1485	897	50	25	96.261513	on
5	1	4	1	3	11	1553	885	120	37	96.261513	either
5	1	4	1	3	12	1690	885	78	37	96.639183	this
5	1	4	1	3	13	1784	886	177	44	96.402679	question
5	1	4	1	3	14	1977	896	44	26	96.809792	or
5	1	4	1	3	15	2038	885	97	37	96.344498	Item
5	1	4	1	3	16	2152	885	23	37	96.344498	6
5	1	4	1	3	17	2191	884	163	38	96.721909	because
2	1	5	0	0	0	401	966	1236	50	-1	
3	1	5	1	0	0	401	966	1236	50	-1	
4	1	5	1	1	0	401	966	1236	50	-1	
5	1	5	1	1	1	401	970	154	36	96.194618	neither
5	1	5	1	1	2	572	970	76	36	95.942177	will
5	1	5	1	1	3	666	970	51	36	95.942177	be
5	1	5	1	1	4	733	970	124	36	96.769440	worth
5	1	5	1	1	5	875	981	104	25	96.003731	more
5	1	5	1	1	6	995	970	97	36	96.302383	than
5	1	5	1	1	7	1110	982	23	24	96.128372	a
5	1	5	1	1	8	1149	971	81	45	96.663589	tiny
5	1	5	1	1	9	1248	974	158	32	96.727425	amount
5	1	5	1	1	10	1423	969	42	37	96.999405	of
5	1	5	1	1	11	1479	966	158	50	96.605934	points.)
2	1	6	0	0	0	289	1197	946	47	-1	
3	1	6	1	0	0	289	1197	946	47	-1	
4	1	6	1	1	0	289	1197	946	47	-1	
5	1	6	1	1	1	289	1197	222	47	96.290268	Question
5	1	6	1	1	2	531	1199	57	36	96.425987	II.
5	1	6	1	1	3	630	1199	144	36	96.444077	Issues
5	1	6	1	1	4	793	1197	227	47	96.462059	Involving
5	1	6	1	1	5	1038	1198	197	46	96.302841	Hashing
2	1	7	0	0	0	292	1292	2064	289	-1	
3	1	7	1	0	0	292	1292	2064	289	-1	
4	1	7	1	1	0	362	1292	1992	51	-1	
5	1	7	1	1	1	362	1292	54	51	96.489372	A)
5	1	7	1	1	2	441	1294	137	37	96.812141	Define
5	1	7	1	1	3	598	1294	68	37	96.771011	the
5	1	7	1	1	4	687	1294	184	46	96.406136	Separate
5	1	7	1	1	5	893	1294	189	47	96.440994	Chaining
5	1	7	1	1	6	1103	1294	94	37	96.798363	Rule
5	1	7	1	1	7	1219	1294	56	37	97.015434	for
5	1	7	1	1	8	1295	1294	186	47	96.354141	resolving
5	1	7	1	1	9	1501	1294	189	37	96.860870	collisions
5	1	7	1	1	10	1710	1294	138	47	96.481300	during
5	1	7	1	1	11	1867	1294	163	47	96.454926	hashing
5	1	7	1	1	12	2052	1292	153	49	95.782288	(known
5	1	7	1	1	13	2225	1306	42	25	95.782288	as
5	1	7	1	1	14	2288	1295	66	38	96.734787	the
4	1	7	1	2	0	295	1371	2060	50	-1	
5	1	7	1	2	1	295	1374	185	38	96.613663	“chained
5	1	7	1	2	2	498	1373	98	37	96.166992	hash
5	1	7	1	2	3	614	1373	180	37	96.166992	method”
5	1	7	1	2	4	818	1375	38	34	96.834351	in
5	1	7	1	2	5	872	1385	95	35	96.395584	your
5	1	7	1	2	6	983	1371	217	50	96.579239	textbook).
5	1	7	1	2	7	1224	1373	110	38	96.794907	Then
5	1	7	1	2	8	1350	1373	104	38	96.795738	show
5	1	7	1	2	9	1470	1373	104	38	96.705513	what
5	1	7	1	2	10	1592	1385	23	25	95.385330	a
5	1	7	1	2	11	1631	1373	95	38	96.760880	hash
5	1	7	1	2	12	1745	1372	61	39	96.774368	file
5	1	7	1	2	13	1822	1373	93	37	96.897469	with
5	1	7	1	2	14	1933	1379	66	32	96.950821	ten
5	1	7	1	2	15	2015	1373	95	38	96.421211	slots
5	1	7	1	2	16	2125	1373	126	38	96.593262	would
5	1	7	1	2	17	2266	1373	89	39	96.204720	look
4	1	7	1	3	0	292	1452	2064	50	-1	
5	1	7	1	3	1	292	1454	74	37	96.831001	like
5	1	7	1	3	2	385	1454	112	37	95.322906	when
5	1	7	1	3	3	516	1465	77	35	95.322906	you
5	1	7	1	3	4	613	1455	120	35	95.660866	insert
5	1	7	1	3	5	752	1453	66	37	96.597900	the
5	1	7	1	3	6	837	1452	189	47	96.359238	following
5	1	7	1	3	7	1043	1464	184	35	96.443451	sequence
5	1	7	1	3	8	1245	1452	41	38	96.443451	of
5	1	7	1	3	9	1302	1454	149	37	95.956764	records
5	1	7	1	3	10	1471	1454	80	37	95.956764	into
5	1	7	1	3	11	1570	1465	24	25	95.864143	a
5	1	7	1	3	12	1611	1453	61	38	96.676956	file
5	1	7	1	3	13	1692	1454	86	36	96.455383	that
5	1	7	1	3	14	1798	1465	85	26	96.281898	uses
5	1	7	1	3	15	1903	1454	66	37	96.871361	the
5	1	7	1	3	16	1987	1460	175	40	96.632851	separate
5	1	7	1	3	17	2179	1454	177	48	96.711586	chaining
4	1	7	1	4	0	292	1532	1826	49	-1	
5	1	7	1	4	1	292	1534	82	37	96.782387	rule
5	1	7	1	4	2	393	1534	58	37	95.836884	for
5	1	7	1	4	3	469	1534	192	47	96.553520	resolving
5	1	7	1	4	4	678	1532	190	39	96.269936	collisions
5	1	7	1	4	5	885	1532	76	38	96.339188	and
5	1	7	1	4	6	980	1532	120	39	96.385246	which
5	1	7	1	4	7	1119	1534	136	37	96.322784	inserts
5	1	7	1	4	8	1272	1544	24	26	96.873398	a
5	1	7	1	4	9	1312	1532	70	48	93.229492	key
5	1	7	1	4	10	1401	1533	34	38	93.229492	K
5	1	7	1	4	11	1454	1534	80	37	96.556015	into
5	1	7	1	4	12	1553	1532	65	39	96.091911	the
5	1	7	1	4	13	1635	1533	157	38	93.259560	address
5	1	7	1	4	14	1814	1534	17	16	84.105118	“
5	1	7	1	4	15	1851	1534	41	36	91.891708	K
5	1	7	1	4	16	1910	1533	92	38	96.252022	mod
5	1	7	1	4	17	2022	1534	96	37	95.839478	10”.
2	1	8	0	0	0	411	1667	1684	45	-1	
3	1	8	1	0	0	411	1667	1684	45	-1	
4	1	8	1	1	0	411	1667	1684	45	-1	
5	1	8	1	1	1	411	1680	58	22	58.598766	**x
5	1	8	1	1	2	533	1668	61	44	91.789749	42,
5	1	8	1	1	3	613	1667	60	45	91.789749	46,
5	1	8	1	1	4	693	1667	60	45	95.103424	62,
5	1	8	1	1	5	771	1667	61	45	96.252274	32,
5	1	8	1	1	6	851	1667	60	44	96.512299	36,
5	1	8	1	1	7	930	1667	59	44	96.467354	28,
5	1	8	1	1	8	1009	1667	124	45	83.472076	77,99
5	1	8	1	1	9	1168	1670	91	42	96.743111	(keys
5	1	8	1	1	10	1274	1671	245	33	95.971870	OBVIOUSLY
5	1	8	1	1	11	1535	1670	139	34	96.797356	inserted
5	1	8	1	1	12	1690	1671	33	31	96.300705	in
5	1	8	1	1	13	1737	1670	236	40	96.300705	chronological
5	1	8	1	1	14	1987	1670	108	40	96.893234	order)
2	1	9	0	0	0	297	1798	2066	371	-1	
3	1	9	1	0	0	297	1798	2066	371	-1	
4	1	9	1	1	0	369	1798	1993	51	-1	
5	1	9	1	1	1	369	1799	49	50	92.756767	B)
5	1	9	1	1	2	440	1801	134	38	96.579384	Please
5	1	9	1	1	3	591	1805	92	32	96.803726	next
5	1	9	1	1	4	702	1800	156	46	96.526077	provide
5	1	9	1	1	5	874	1812	25	27	93.195908	a
5	1	9	1	1	6	919	1802	213	37	92.075607	1-sentence
5	1	9	1	1	7	1148	1798	198	40	96.571289	definition
5	1	9	1	1	8	1364	1799	57	38	96.879333	for
5	1	9	1	1	9	1438	1800	66	39	96.490433	the
5	1	9	1	1	10	1526	1801	119	46	92.195351	“open
5	1	9	1	1	11	1662	1798	239	49	96.237144	addressing”
5	1	9	1	1	12	1923	1798	160	39	96.731903	method
5	1	9	1	1	13	2101	1798	56	37	96.980202	for
5	1	9	1	1	14	2175	1798	187	49	96.746674	resolving
4	1	9	1	2	0	297	1877	2061	51	-1	
5	1	9	1	2	1	297	1881	97	38	96.757103	hash
5	1	9	1	2	2	408	1881	193	38	96.772919	collisions
5	1	9	1	2	3	618	1877	139	51	96.494431	(which
5	1	9	1	2	4	771	1880	226	48	96.760689	technically
5	1	9	1	2	5	1013	1880	164	38	96.532654	involves
5	1	9	1	2	6	1191	1892	49	26	96.564705	an
5	1	9	1	2	7	1255	1879	148	39	96.085426	infinite
5	1	9	1	2	8	1417	1881	159	37	96.744270	number
5	1	9	1	2	9	1589	1880	41	38	96.669189	of
5	1	9	1	2	10	1641	1879	96	39	96.126122	hash
