level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	286	476	2040	51	-1	
3	1	1	1	0	0	286	476	2040	51	-1	
4	1	1	1	1	0	286	476	2040	51	-1	
5	1	1	1	1	1	286	476	206	38	96.875076	determine
5	1	1	1	1	2	510	478	48	36	96.880020	its
5	1	1	1	1	3	575	476	159	47	96.950806	initially
5	1	1	1	1	4	751	476	135	38	96.996498	chosen
5	1	1	1	1	5	904	476	92	39	96.450623	hash
5	1	1	1	1	6	1014	477	174	39	96.119682	location.
5	1	1	1	1	7	1216	476	81	51	96.215233	(BE
5	1	1	1	1	8	1315	477	232	39	96.292099	CAREFUL
5	1	1	1	1	9	1562	478	71	39	96.184364	TO
5	1	1	1	1	10	1651	478	207	40	96.184364	DOUBLE
5	1	1	1	1	11	1876	478	173	40	96.293053	CHECK
5	1	1	1	1	12	2066	489	95	35	96.783836	your
5	1	1	1	1	13	2178	488	148	26	95.878464	answer
2	1	2	0	0	0	287	557	962	51	-1	
3	1	2	1	0	0	287	557	962	51	-1	
4	1	2	1	1	0	287	557	962	51	-1	
5	1	2	1	1	1	287	564	41	32	96.958855	to
5	1	2	1	1	2	345	557	108	38	96.980141	make
5	1	2	1	1	3	469	559	142	36	96.519257	certain
5	1	2	1	1	4	630	557	85	38	96.814629	that
5	1	2	1	1	5	734	569	48	26	96.672638	no
5	1	2	1	1	6	800	558	156	38	96.514168	careless
5	1	2	1	1	7	972	570	119	26	96.518524	errors
5	1	2	1	1	8	1109	557	140	51	96.475990	occur.)
2	1	3	0	0	0	286	653	2032	293	-1	
3	1	3	1	0	0	286	653	2032	293	-1	
4	1	3	1	1	0	357	653	1961	51	-1	
5	1	3	1	1	1	357	653	48	51	91.780975	C)
5	1	3	1	1	2	425	655	157	47	96.670815	Thirdly
5	1	3	1	1	3	599	655	171	38	96.625580	consider
5	1	3	1	1	4	787	667	24	26	96.999603	a
5	1	3	1	1	5	828	657	144	37	96.851357	version
5	1	3	1	1	6	989	655	41	38	95.398140	of
5	1	3	1	1	7	1044	656	65	38	96.369095	the
5	1	3	1	1	8	1132	656	164	38	96.479858	“Double
5	1	3	1	1	9	1315	656	183	46	96.748131	Hashing”
5	1	3	1	1	10	1522	655	156	37	96.723228	method
5	1	3	1	1	11	1696	656	56	37	96.945152	for
5	1	3	1	1	12	1769	656	187	47	97.012489	resolving
5	1	3	1	1	13	1973	656	199	44	96.383636	collisions,
5	1	3	1	1	14	2194	654	124	38	96.457863	where
4	1	3	1	2	0	287	734	2028	49	-1	
5	1	3	1	2	1	287	748	53	25	96.795898	we
5	1	3	1	2	2	355	737	115	37	96.424469	insert
5	1	3	1	2	3	485	737	37	35	96.958939	in
5	1	3	1	2	4	540	735	267	47	96.873253	chronological
5	1	3	1	2	5	822	736	115	45	96.656937	order,
5	1	3	1	2	6	954	736	65	38	96.497147	the
5	1	3	1	2	7	1033	736	86	47	96.154106	keys
5	1	3	1	2	8	1134	736	94	38	96.154106	from
5	1	3	1	2	9	1243	736	64	38	96.649590	the
5	1	3	1	2	10	1320	748	181	34	93.280197	sequence
5	1	3	1	2	11	1516	746	45	24	85.731407	**
5	1	3	1	2	12	1576	736	79	36	96.774666	into
5	1	3	1	2	13	1665	730	15	57	96.725502	a
5	1	3	1	2	14	1706	734	61	38	96.614609	file
5	1	3	1	2	15	1781	736	92	37	93.277107	with
5	1	3	1	2	16	1887	737	104	37	91.827698	s=10
5	1	3	1	2	17	2004	736	94	38	96.726974	slots
5	1	3	1	2	18	2113	735	121	39	95.950523	under
5	1	3	1	2	19	2248	736	67	38	96.778664	the
4	1	3	1	3	0	286	816	2025	48	-1	
5	1	3	1	3	1	286	816	98	38	95.619186	rules
5	1	3	1	3	2	402	817	86	37	96.470589	that
5	1	3	1	3	3	507	816	65	39	96.488403	the
5	1	3	1	3	4	591	816	199	48	96.511040	rightmost
5	1	3	1	3	5	808	817	94	47	96.811630	digit
5	1	3	1	3	6	920	816	41	38	95.715172	of
5	1	3	1	3	7	975	818	89	37	96.946541	each
5	1	3	1	3	8	1082	817	68	47	96.878754	key
